MARKET NAME-INSTITUTION DESCRIPTION,MIC,OPERATING MIC,OPRT/SGMT,LEGAL ENTITY NAME,LEI,MARKET CATEGORY CODE,ACRONYM,ISO COUNTRY CODE (ISO 3166),CITY,COMMENTS
OFF EXCHANGE IDENTIFIER FOR OTC TRADES REPORTED TO CBOE EUROPE,BOTC,BCXE,SGMT,CBOE EUROPE LIMITED,254900ERRPSKE7UZH711,APPA,CBOE OFF EXCHANGE,GB,LONDON,OFF EXCHANGE IDENTIFIER FOR OTC TRADES REPORTED TO CBOE EUROPE.
CBOE EUROPE - CXE DARK ORDER BOOK,CHID,BCXE,SGMT,CBOE EUROPE LIMITED,254900ERRPSKE7UZH711,MLTF,CXE DARK,GB,LONDON,TO BE USED FOR REPORTING DARK BOOK EXECUTIONS.
CBOE EUROPE - CXE OFF-BOOK,CHIO,BCXE,SGMT,CBOE EUROPE LIMITED,254900ERRPSKE7UZH711,MLTF,CXE OFF-BOOK,GB,LONDON,CBOE EUROPE - CXE - OFF-BOOK TRADE REPORTS.
CBOE EUROPE - CXE ORDER BOOKS,CHIX,BCXE,SGMT,CBOE EUROPE LIMITED,254900ERRPSKE7UZH711,MLTF,CBOE EUROPE,GB,LONDON,MULTILATERAL TRADING FACILITY FOR CASH EQUITIES.
BATS CHI-X EUROPE LIMITED - CHI-CLEAR,CHIY,BCXE,SGMT,,,NSPD,CHI-X,GB,LONDON,"OFF BOOK, ON-EXCHANGE SYSTEM FOR CFDS AND EQUITIES."
CBOE  EUROPE - LIS SERVICE,LISX,BCXE,SGMT,CBOE EUROPE LIMITED,254900ERRPSKE7UZH711,MLTF,CBOE  LIS,GB,LONDON,TO BE USED FOR EXECUTIONS RESULTING FROM CBOE EUROPE LIS SERVICE.
CBOE EUROPE EQUITIES - LONDON,XWAP,BCXE,SGMT,CBOE EUROPE LIMITED,254900ERRPSKE7UZH711,MLTF,,GB,LONDON,
BANQUE DEGROOF PETERCAM LUXEMBOURG S.A.,BDPL,BDPL,OPRT,BANQUE DEGROOF PETERCAM LUXEMBOURG S.A.,NCKZJ8T1GQ25CDCFSD44,SINT,,LU,LUXEMBOURG,
DSK BANK EAD,BDSK,BDSK,OPRT,DSK BANK,529900GEH0DAUTAXUA94,SINT,,BG,SOFIA,
MTS ASSOCIATED MARKETS,BEAM,BEAM,OPRT,,213800C8G8MWTRJAOJ67,NSPD,,BE,BRUSSELS,
MTS BELGIUM,BMTS,BEAM,SGMT,MTS ASSOCIATED MARKETS,213800C8G8MWTRJAOJ67,MLTF,,BE,BRUSSELS,
MTS DENMARK,MTSD,BEAM,SGMT,,,NSPD,,BE,BRUSSELS,
MTS FINLAND,MTSF,BEAM,SGMT,,,NSPD,,BE,BRUSSELS,
BULGARIAN ENERGY TRADING PLATFORM,BEBG,BEBG,OPRT,BULGARIAN ENERGY TRADING PLATFORM AD,984500852DB3CFC4A665,OTFS,BETP,BG,SOFIA,
BOND ELECTRONIC EXCHANGE,BEEX,BEEX,OPRT,,,RMKT,,TH,BANGKOK,
BANCA ETICA,BEIS,BEIS,OPRT,,549300DI8RATWW2KQO25,SINT,,IT,PADOVA,SYSTEMATIC INTERNALISER.
BELFIUS BANK NV/SA,BELB,BELB,OPRT,,A5GWLFH3KM7YV2SFQL84,NSPD,,BE,BRUSSELS,
BELFIUS BANK NV/SA FIXED INCOME,BELF,BELB,SGMT,,A5GWLFH3KM7YV2SFQL84,SINT,,BE,BRUSSELS,"SYSTEMATIC INTERNALISER FOR CORPORATE, COVERED AND OTHER PUBLIC BONDS ISSUED BY BELGIAN ISSUERS."
BITSTAMP EUROPE,BESA,BESA,OPRT,BITSTAMP EUROPE S.A.,549300XIBGTJ0PLIEO72,CASP,,LU,LUXEMBOURG,
BLOOMBERG TRADEBOOK JAPAN LIMITED,BETP,BETP,OPRT,,549300XGVYCP71W4BP27,NSPD,,JP,CHIYODA-KU,BLOOMBERG'S ETP
BET OTC BILAT COMMODITY DERIVATIVES,BETX,BETX,OPRT,,549300ZDBUCTRBOPM023,NSPD,BET,GB,LONDON,OTC COMMODITY DERIVATIVES DONE BILATERALLY WITH CLIENTS OF THE FIRM. NO ELECTRONIC PLATFORM.
BAHRAIN FINANCIAL EXCHANGE,BFEX,BFEX,OPRT,BAHRAIN FINANCING COMPANY B.S.C,549300E7XSMTIA5ORC60,RMKT,,BH,MANAMA,"THE BFX IS THE FIRST MULTI-ASSET CLASS EXCHANGE IN THE MIDDLE EAST REGION AND WILL BE INTERNATIONALLY ACCESSIBLE TO TRADE CASH INSTRUMENTS, STRUCTURED PRODUCTS AND SHARIA-COMPLIANT FINANCIAL INSTRUMENTS AS WELL AS DERIVATIVES."
BANCO FINANTIA S.A.,BFPT,BFPT,OPRT,,2138003Z5ZVN16GFYV70,SINT,,PT,LISBON,SYSTEMATIC INTERNALISER.
BITSTAMP DERIVATIVES EXCHANGE,BFSD,BFSD,OPRT,BITSTAMP FINANCIAL SERVICES LTD,4851007IRIW87EC5H697,MLTF,,SI,LJUBLJANA,
BGC PARTNERS (AUSTRALIA) PTY LTD,BGCA,BGCA,OPRT,BGC PARTNERS (AUSTRALIA) PTY LTD,549300EWSJTPKI0VTV84,OTHR,,AU,SYDNEY,
BGC FINANCIAL INC,BGCF,BGCF,OPRT,"BGC FINANCIAL, L.P.",549300NP4MIDUNET0550,NSPD,,US,NEW YORK,
BGC DERIVATIVE MARKETS L.P.,BGCD,BGCF,SGMT,"BGC DERIVATIVE MARKETS, L.P.",549300RKB6B4M8CD2W04,SEFS,BGCDML,US,NEW YORK,BGC SWAP EXECUTION FACILITY.
FENICS - US TREASURIES,FNCS,BGCF,SGMT,,549300FLZ5WMZ7ZQC356,NSPD,,US,NEW YORK,"FENICS IS BGC FINANCIAL, L.P. SEGMENT."
FENICS FUTURES,FNFT,BGCF,SGMT,"BGC PARTNERS, L.P.",549300C15QIPCZQGZ397,NSPD,,US,NEW YORK,
FENICS FX ECN,FNFX,BGCF,SGMT,"FENICS FX, LLC",549300I0NONVB9S5DZ56,NSPD,,US,NEW YORK,ELECTRONIC COMMUNICATIONS NETWORK.
FENICS INVITATIONS,FNXB,BGCF,SGMT,"BGC FINANCIAL, L.P.",549300NP4MIDUNET0550,ATSS,FNXB,US,NEW YORK,
BGC BROKERS LP,BGCI,BGCI,OPRT,,,NSPD,,GB,LONDON,
BGC BROKERS LP - TRAYPORT,BGCB,BGCI,SGMT,,,NSPD,,GB,LONDON,
BGC BROKERS LP - MTF,BGCM,BGCI,SGMT,,ZWNFQ48RUL8VJZ2AIC12,MLTF,,GB,LONDON,MULTILATERAL TRADING FACILITY.
BGC BROKERS LP - OTF,BGCO,BGCI,SGMT,BGC BROKERS L.P.,ZWNFQ48RUL8VJZ2AIC12,OTFS,,GB,LONDON,ORGANISED TRADING FACILITY.
BGC SHOKEN KAISHA LTD – ETP,BGCJ,BGCJ,OPRT,BGC SHOKEN KAISHA LTD,5493006BVSGHPKOR5U26,OTHR,BGC SKL,JP,TOKYO,
BALKAN GAS HUB EAD,BGHX,BGHX,OPRT,,254900OBGLGL51E9EQ66,NSPD,,BG,SOFIA,COMMODITIES AND DERIVATIVES OTC AND EXCHANGE MARKET OPERATOR.
BGL BNP PARIBAS,BGLU,BGLU,OPRT,BGL BNP PARIBAS,UAIAINAJ28P30E5GWE37,SINT,BGL,LU,LUXEMBOURG,SYSTEMATIC INTERNALISER.
BGC PARTNERS SINGAPORE RMO,BGSG,BGSG,OPRT,BGC PARTNERS (SINGAPORE) LIMITED,549300BVRE4RY41UTU57,RMOS,,SG,SINGAPORE,
BERENBERG,BGSI,BGSI,OPRT,,,SINT,BBSI,DE,HAMBURG,SYSTEMATIC INTERNALISER FOR EQUITIES.
BERENBERG FIXED INCOME,BGFI,BGSI,SGMT,,529900UC2OD7II24Z667,SINT,BGFI,DE,HAMBURG,SYSTEMATIC INTERNALISER FOR FIXED INCOME.
BERENBERG FX,BGFX,BGSI,SGMT,,529900UC2OD7II24Z667,SINT,BGFX,DE,HAMBURG,SYSTEMATIC INTERNALISER FOR FX.
BERENBERG  UK,BGUK,BGUK,OPRT,,529900UC2OD7II24Z667,SINT,BGUK,GB,LONDON,SYSTEMATIC INTERNALISER.
BERENBERG FIXED INCOME UK,BGFU,BGUK,SGMT,,529900UC2OD7II24Z667,SINT,BGFU,GB,LONDON,SYSTEMATIC INTERNALISER FOR FIXED INCOME UK.
"CBOE SEF, LLC",BHSF,BHSF,OPRT,"CBOE SEF, LLC",549300D84OQ6BDBRBO35,SEFS,,US,NEW YORK,
BANK HANDLOWY W WARSZAWIE S.A.,BHWA,BHWA,OPRT,,XLEZHWWOI4HFQDGL4793,SINT,BHW SI,PL,WARSAW,SYSTEMATIC INTERNALISER.
BIDS TRADING L.P.,BIDS,BIDS,OPRT,,254900J9JVL76SF70898,NSPD,BIDS,US,NEW YORK,
BANQUE INTERNATIONALE A LUXEMBOURG S.A.,BILU,BILU,OPRT,,9CZ7TVMR36CYD5TZBS50,SINT,BIL,LU,LUXEMBOURG,SYSTEMATIC INTERNALISER.
BOND INVEST,BINV,BINV,OPRT,,39120043LUI1WJS8IX30,SINT,,DE,FRANKFURT AM MAIN,SYSTEMATIC INTERNALISER.
BOLSA INSTITUCIONAL DE VALORES,BIVA,BIVA,OPRT,,894500CS2D6RLGW61A19,NSPD,BIVA,MX,MEXICO,STOCK EXCHANGE.LIVE IN Q1 2018.
BEIJING STOCK EXCHANGE,BJSE,BJSE,OPRT,,836800S6C5TZNJN6ZS25,RMKT,,CN,BEIJING,
BNY MELLON S.A./N.V. - BRUSSELS BRANCH,BKBR,BKBR,OPRT,,MMYX0N4ZEZ13Z4XCG897,NSPD,BNYM,BE,BRUSSELS,
BNY MELLON S.A./N.V. - BRUSSELS BRANCH - SYSTEMATIC INTERNALISER,BKBF,BKBR,SGMT,,MMYX0N4ZEZ13Z4XCG897,SINT,BNYM,BE,BRUSSELS,SYSTEMATIC INTERNALISER.
BNY MELLON MARKETS EUROPE LIMITED,BKDM,BKDM,OPRT,,213800BCFW6KUDEH8W19,NSPD,BNYMEL,IE,DUBLIN,REGISTERED ELECTRONIC MARKET FOR REPO.
BAKKT,BKKT,BKKT,OPRT,,254900ZSO0IPC7WB7I79,NSPD,,US,ATLANTA,SPOT MARKET FOR CRYPTO CURRENCY AND DERIVATIVES.
THE BANK OF NEW YORK MELLON - LONDON BRANCH,BKLN,BKLN,OPRT,THE BANK OF NEW YORK MELLON,HPFHU0OQ28E4N0NFVK49,NSPD,BNYM,GB,LONDON,
THE BANK OF NEW YORK MELLON,BKLF,BKLN,SGMT,THE BANK OF NEW YORK MELLON,HPFHU0OQ28E4N0NFVK49,SINT,BNYM,GB,LONDON,SYSTEMATIC INTERNALISER.
BKS BANK AG,BKSK,BKSK,OPRT,BKS BANK AG,529900B9P29R8W03IX88,SINT,,AT,KLAGENFURT AM WOERTHERSEE,SYSTEMATIC INTERNALISER.
BAYERNLB,BLBB,BLBB,OPRT,,VDYMYTQGZZ6DU0912C88,NSPD,,DE,MUNICH,
BAYERNLB - IDEAL FX,BDEA,BLBB,SGMT,,VDYMYTQGZZ6DU0912C88,SINT,,DE,MUNICH,SYSTEMATIC INTERNALISER.
BAYERNLB - BONDS MARKET,BLBS,BLBB,SGMT,,VDYMYTQGZZ6DU0912C88,SINT,,DE,MUNICH,SYSTEMATIC INTERNALISER.
BAYERNLB - EQUITIES MARKET,BLEQ,BLBB,SGMT,,VDYMYTQGZZ6DU0912C88,NSPD,,DE,MUNICH,
BAYERNLB - FX DERIVATIVES MARKET,BLFX,BLBB,SGMT,BAYERISCHE LANDESBANK,VDYMYTQGZZ6DU0912C88,NSPD,,DE,MUNICH,
BAYERNLB - LIQP BONDS MARKET,BLIQ,BLBB,SGMT,,VDYMYTQGZZ6DU0912C88,NSPD,,DE,MUNICH,
BAYERNLB - FX HANDEL,BSFX,BLBB,SGMT,,VDYMYTQGZZ6DU0912C88,SINT,,DE,MUNICH,SYSTEMATIC INTERNALISER.
BLOCK EVENT,BLEV,BLEV,OPRT,,,NSPD,,AU,MELBOURNE,ELECTRONIC BLOCK TRADING PLATFORM FOR EQUITIES.
BELGIAN POWER EXCHANGE,BLPX,BLPX,OPRT,,,NSPD,BLPX,BE,BRUSSELS,
BLOOMBERG TRADEBOOK LLC,BLTD,BLTD,OPRT,BLOOMBERG TRADEBOOK LLC,549300P0PVQNO43T7K36,NSPD,,US,NEW YORK,
PRO SECURITIES ATS,BLUE,BLUE,OPRT,,,ATSS,PROS,US,NEW YORK,ALTERNATIVE TRADING SYSTEM.
BANQUE DE LUXEMBOURG,BLUX,BLUX,OPRT,,PSZXLEV07O5MHRRFCW56,SINT,,LU,LUXEMBOURG,SYSTEMATIC INTERNALISER.
INSTINET BLX (AU),BLXA,BLXA,OPRT,,5493000V6EFTSRJ06G76,NSPD,,AU,SYDNEY,BLOCK FOCUSED LIQUIDITY POOL FOR AUSTRALIAN EQUITIES.
BMO CAPITAL MARKETS LIMITED,BMCM,BMCM,OPRT,,L64HM9LHPDOS1B9HJC68,NSPD,ST,GB,LONDON,
BME - BOLSAS Y MERCADOS ESPANOLES,BMEX,BMEX,OPRT,,9598003MSLCX8JT38V69,NSPD,BME,ES,MADRID,
BME CLEARING S.A.,BMCL,BMEX,SGMT,,5299009QA8BBE2OOB349,NSPD,,ES,MADRID,
BME - APA,BMEA,BMEX,SGMT,,959800QN4DV2FYZS9Q98,APPA,BME APA,ES,MADRID,APPROVED PUBLICATION ARRANGEMENT (APA).
BOLSA DE MADRID - DARK MIDPOINT,DMAD,BMEX,SGMT,"SOCIEDAD RECTORA DE LA BOLSA DE VALORES DE MADRID, S.A.U.",959800UYJM40XUGVGG78,RMKT,,ES,MADRID,
BME GROWTH MARKET,GROW,BMEX,SGMT,BOLSAS Y MERCADOS ESPAÑOLES SISTEMAS DE NEGOCIACION SOCIEDAD ANONIMA,95980079EEM99NR57242,MLTF,,ES,MADRID,
BME MTF EQUITY (IIC AND ECR SEGMENTS),MABX,BMEX,SGMT,BOLSAS Y MERCADOS ESPANOLES SISTEMAS DE NEGOCIACION SOCIEDAD ANONIMA,95980079EEM99NR57242,MLTF,MAB,ES,MADRID,
MERCADO ALTERNATIVO DE RENTA FIJA (MARF),MARF,BMEX,SGMT,"BOLSAS Y MERCADOS ESPAÑOLES RENTA FIJA, S.A.U",95980096HCV0D0TYCR12,MLTF,MARF,ES,MADRID,ALTERNATIVE FIXED INCOME MARKET FOR SMALL AND MEDIUM ENTERPRISES ISSUES.
MERCADO ELECTRONICO DE RENTA FIJA,MERF,BMEX,SGMT,,959800UYJM40XUGVGG78,RMKT,MERF,ES,MADRID,REGISTERED MARKET FOR BONDS ELECTRONIC TRADING PLATFORM.
BOLSA DE BARCELONA RENTA FIJA,SBAR,BMEX,SGMT,,959800Z25H6MSXFBBG16,RMKT,,ES,BARCELONA,ELECTRONIC TRADING PLATFORM FIXED INCOME BOLSA DE BARCELONA
BOLSA DE BILBAO RENTA FIJA,SBIL,BMEX,SGMT,,959800LHEKKMW5L1CL09,RMKT,,ES,BILBAO,ELECTRONIC TRADING PLATFORM FIXED INCOME BOLSA DE BILBAO.
BME SCALEUP,SCLE,BMEX,SGMT,BOLSAS Y MERCADOS ESPANOLES SISTEMAS DE NEGOCIACION SOCIEDAD ANONIMA,95980079EEM99NR57242,MLTF,,ES,MADRID,
SEND - SISTEMA ELECTRONICO DE NEGOCIACION DE DEUDA,SEND,BMEX,SGMT,"BOLSAS Y MERCADOS ESPAÑOLES RENTA FIJA, S.A.U",95980096HCV0D0TYCR12,RMKT,SEND,ES,MADRID,"SEND IS AN ELECTRONIC TRADING PLATFORM, DEVELOPED BY AIAF MERCADO DE RENTA FIJA, DESIGNED FOR THE TRADING OF RETAIL DISTRIBUTED FIXED INCOME SECURITIES LISTED IN THIS MARKET."
BOLSA DE BARCELONA,XBAR,BMEX,SGMT,,959800Z25H6MSXFBBG16,RMKT,,ES,BARCELONA,
BOLSA DE VALORES DE BILBAO,XBIL,BMEX,SGMT,,959800LHEKKMW5L1CL09,RMKT,,ES,BILBAO,
AIAF - MERCADO DE RENTA FIJA,XDRF,BMEX,SGMT,"BOLSAS Y MERCADOS ESPAÑOLES RENTA FIJA, S.A.U",95980096HCV0D0TYCR12,RMKT,AIAF,ES,MADRID,
MERCADO DE VALORES LATINOAMERICANOS (LATIBEX SMN),XLAT,BMEX,SGMT,BOLSAS Y MERCADOS ESPAÑOLES SISTEMAS DE NEGOCIACION SOCIEDAD ANONIMA,95980079EEM99NR57242,MLTF,,ES,MADRID,
BOLSA DE MADRID,XMAD,BMEX,SGMT,,959800UYJM40XUGVGG78,RMKT,,ES,MADRID,
MERCADO CONTINUO ESPANOL - CONTINUOUS MARKET,XMCE,BMEX,SGMT,,95980028KS1LJ8HY2T43,NSPD,SIBE,ES,MADRID,
MEFF RENTA FIJA,XMEF,BMEX,SGMT,,9598003MSLCX8JT38V69,NSPD,MEFF,ES,BARCELONA,
MEFF FX FINANCIAL DERIVATIVES,XMFX,BMEX,SGMT,,959800T2W59YXMVKRU25,RMKT,,ES,MADRID,DERIVATIVES IN CURRENCIES.
MEFF POWER DERIVATIVES,XMPW,BMEX,SGMT,,959800T2W59YXMVKRU25,RMKT,MEPD,ES,MADRID,MEFF SEGMENT FOR THE TRADING OF POWER DERIVATIVES
MEFF FINANCIAL DERIVATIVES,XMRV,BMEX,SGMT,,959800T2W59YXMVKRU25,RMKT,MEFF,ES,MADRID,
BOLSA DE VALENCIA,XVAL,BMEX,SGMT,,959800XVCVWWJQ9JFP52,RMKT,,ES,VALENCIA,
SIBIU MONETARY- FINANCIAL AND COMMODITIES EXCHANGE,BMFX,BMFX,OPRT,,,NSPD,,RO,SIBIU,THE SIBIU MONETARY FINANCIAL AND COMMODITIES EXCHANGE (BURSA MONETAR FINANCIARÃ ?I DE MÃRFURI SIBIU OR BMFMS IN ROMANIAN) IS ROMANIA'S SECOND LARGEST FINANCIAL MARKET.
BMFMS-ATS,BMFA,BMFX,SGMT,,,ATSS,,RO,SIBIU,ALTERNATIVE TRADING SYSTEM FOR EQUITIES.
DERIVATIVES REGULATED MARKET - BMFMS,BMFM,BMFX,SGMT,,,NSPD,BMFMS,RO,SIBIU,
SPOT REGULATED MARKET - BMFMS,SBMF,BMFX,SGMT,,,NSPD,,RO,SIBIU,
BANK OF MONTREAL - LONDON BRANCH,BMLB,BMLB,OPRT,,NQQ6HPCNCCU6TUTQYE16,SINT,BMO,GB,LONDON,SYSTEMATIC INTERNALISER.
BANK OF AMERICA MERRILL LYNCH INTERNATIONAL BANK DESIGNATED ACTIVITY COMPANY,BMLI,BMLI,OPRT,,EQYXK86SF381Q21S3020,NSPD,BAMLI DAC,IE,DUBLIN,
BANK OF AMERICA MERRILL LYNCH INTERNATIONAL BANK DESIGNATED ACTIVITY COMPANY - SYSTEMATIC INTERNALISER,BMLS,BMLI,SGMT,,EQYXK86SF381Q21S3020,SINT,BAMLI DAC,IE,DUBLIN,SYSTEMATIC INTERNALISER.
BANK OF AMERICA MERRILL LYNCH INTERNATIONAL BANK DESIGNATED ACTIVITY COMPANY,BMLX,BMLX,OPRT,,EYKN6V0ZCB8VD9IULB80,NSPD,BAMLI,IE,DUBLIN,
BANK OF AMERICA MERRILL LYNCH INTERNATIONAL BANK DESIGNATED ACTIVITY COMPANY,BMSI,BMLX,SGMT,,EYKN6V0ZCB8VD9IULB80,SINT,BAMLI,IE,DUBLIN,SYSTEMATIC INTERNALISER.
BLOOMBERG TRADING FACILITY LIMITED,BMTF,BMTF,OPRT,BLOOMBERG TRADING FACILITY LIMITED,549300ROEJDDAXM6LU05,MLTF,,GB,LONDON,BLOOMBERG MULTI-LATERAL TRADING FACILITY.
"BONDS.COM, INC.",BNDS,BNDS,OPRT,"BONDS.COM, INC.",213800QOW94YDEADDF52,ATSS,BNDS,US,NEW YORK,
BANCA NAZIONALE DEL LAVORO SPA,BNLD,BNLD,OPRT,,UI802FYJ52XDB7N4KN18,SINT,,IT,ROME,SYSTEMATIC INTERNALISER.
BNP PARIBAS ARBITRAGE SNC,BNPA,BNPA,OPRT,,6EWKU0FGVX5QQJHFGT48,SINT,BNPP A SI,FR,PARIS,SYSTEMATIC INTERNALISER.
BNPP CORTEX ATS,BNPC,BNPC,OPRT,BNP PARIBAS SECURITIES CORP.,RCNB6OTYUAMMP879YW96,ATSS,BNPX,US,NEW YORK,ALTERNATIVE TRADING SYSTEM.
BNP PARIBAS FORTIS SA/NV,BNPF,BNPF,OPRT,,KGCEPHLVVKVRZYO1T647,SINT,BNPPF SI,BE,BRUSSELS,SYSTEMATIC INTERNALISER.
BNPP CORTEX EQUITIES,BNPH,BNPH,OPRT,BNP PARIBAS SECURITIES CORP.,RCNB6OTYUAMMP879YW96,OTHR,,US,NEW YORK,
BNP PARIBAS SA LONDON BRANCH,BNPL,BNPL,OPRT,BNP PARIBAS,R0MUWSFPU8MPRO8K5P83,SINT,BNPP SA LB SI,GB,LONDON,SYSTEMATIC INTERNALISER. FOR UK MIFID II.
BANK BGZ BNP PARIBAS S.A.,BNPP,BNPP,OPRT,,NMH2KF074RKAGTH4CM63,SINT,,PL,WARSAW,SYSTEMATIC INTERNALISER.
BNP PARIBAS SA,BNPS,BNPS,OPRT,,R0MUWSFPU8MPRO8K5P83,SINT,BNPP SA SI,FR,PARIS,SYSTEMATIC INTERNALISER.
BNP PARIBAS ALTERNATIVE TRADING SYSTEM,BNPX,BNPX,OPRT,BNP PARIBAS SECURITIES (JAPAN) LIMITED,549300W1PKAHKJ86TC84,ATSS,,JP,TOKYO,
THE BANK OF NOVA SCOTIA,BNSX,BNSX,OPRT,,L3I9ZG2KFGXZ61BMYR72,SINT,,CA,TORONTO,SYSTEMATIC INTERNALISER.
CONVERGEX,BNYC,BNYC,OPRT,,5493008QI0EFC5WBED75,NSPD,,US,NEW YORK,
MILLENNIUM,NYFX,BNYC,SGMT,CONVERGEX EXECUTION SOLUTIONS LLC,5493008QI0EFC5WBED75,NSPD,,US,NEW YORK,"AT THE END OF DEC 2009, THE NYSE SHUT DOWN EURO-MILLENNIUM, THE EUROPEAN EQUITIES ATS. IN DEC 2009, THE CONVERGEX GROUP BOUGHT MILLENNIUM, THE US EQUITIES ATS."
VORTEX,VTEX,BNYC,SGMT,CONVERGEX EXECUTION SOLUTIONS LLC,,NSPD,,US,NEW YORK,DARK LIQUIDITY POOL
CINNOBER BOAT,BOAT,BOAT,OPRT,,,NSPD,,GB,LONDON,OTC EQUITIES TRADE REPORTING PLATFORM
BANK OF CHINA LIMITED - FRANKFURT BRANCH,BOCF,BOCF,OPRT,BANK OF CHINA LIMITED,54930053HGCFWVHYZX42,SINT,,DE,FRANKFURT AM MAIN,
BANK OF SCOTLAND PLC,BOFS,BOFS,OPRT,,OQ3T05P7YR8P5YJEVI93,SINT,,GB,EDINBURGH,SYSTEMATIC INTERNALISER.
BONDSCAPE,BOSC,BOSC,OPRT,,,NSPD,,GB,LONDON,
BOLSA DE CORREDORES - BOLSA DE VALORES,BOVA,BOVA,OPRT,,,NSPD,,CL,VALPARAISO,EQUITY AND BOND MARKET.
BOLSA DE VALORES MINAS-ESPÍRITO SANTO-BRASÍLIA,BOVM,BOVM,OPRT,,,NSPD,,BR,ESPIRITO SANTO,COMMODITIES MARKET.
BANK PICTET & CIE (EUROPE) AG,BPAG,BPAG,OPRT,BANK PICTET & CIE (EUROPE) AG,549300GSSPQ1QSKI1376,SINT,BPAG,DE,FRANKFURT,
BANCA PASSADORE,BPAS,BPAS,OPRT,,815600EB9E6DCD050385,SINT,,IT,GENOVA,SYSTEMATIC INTERNALISER.
PKO BANK POLSKI S.A.,BPKO,BPKO,OPRT,,P4GTT6GF1W40CVIMFR43,SINT,PKO BP,PL,WARSAW,SYSTEMATIC INTERNALISER.
BARCLAYS BANK PLC,BPLC,BPLC,OPRT,,G5GSEF7VJP5I7OUK5573,NSPD,BBPLC,GB,LONDON,
BARCLAYS BANK PLC - SYSTEMATIC INTERNALISER,BBSI,BPLC,SGMT,,G5GSEF7VJP5I7OUK5573,SINT,BBPLC SI,GB,LONDON,SYSTEMATIC INTERNALISER.
BLOOMBERG BPOOL,BPOL,BPOL,OPRT,,549300B56MD0ZC402L06,NSPD,,US,NEW YORK,ELECTRONIC TRADING PLATFORM
BNP PARIBAS SECURITIES SERVICES,BPSX,BPSX,OPRT,,549300WCGB70D06XZS54,SINT,BP2S,FR,PARIS,SYSTEMATIC INTERNALISER. EXECUTING VENUE FOR OTC DERIVATIVES FX.
BPX MARKETS LIMITED,BPXX,BPXX,OPRT,BPX MARKETS LIMITED,213800L99BSZNOT1FV03,MLTF,,GB,LONDON,
BRD - GROUPE SOCIETE GENERALE S.A.,BRDE,BRDE,OPRT,,5493008QRHH0XCLJ4238,NSPD,,RO,BUCHAREST,OPERATING MIC COVERING OTC MARKETS FOR BRD - GROUPE SOCIETE GENERALE S.A.
BRD - GROUPE SOCIETE GENERALE S.A. - LIQUIDITY PROVIDER,BRDL,BRDE,SGMT,,5493008QRHH0XCLJ4238,NSPD,,RO,BUCHAREST,LIQUIDITY PROVIDER.
BRD - GROUPE SOCIETE GENERALE S.A. - SYSTEMATIC INTERNALISER,BRDS,BRDE,SGMT,,5493008QRHH0XCLJ4238,SINT,,RO,BUCHAREST,SYSTEMATIC INTERNALISER.
BANCA REALE,BREA,BREA,OPRT,,815600D852A98169B612,SINT,,IT,TORINO,SYSTEMATIC INTERNALISER.
BRED BANQUE POPULAIRE,BRED,BRED,OPRT,BRED BANQUE POPULAIRE,NICH5Q04ADUV9SN3Q390,SINT,,FR,PARIS,SYSTEMATIC INTERNALISER.
BRYAN GARNIER AND CO LIMITED,BRGA,BRGA,OPRT,,213800QFPP8QFI9PUP95,NSPD,,GB,LONDON,"EQUITIES AND BONDS, EQUITY DERIVATIVES."
BRAZILIAN ENERGY EXCHANGE,BRIX,BRIX,OPRT,,,NSPD,,BR,SAO PAULO,ELECTRONIC TRADING PLATFORM FOR OTC DERIVATIVES
BERNSTEIN CROSS (BERN-X),BRNX,BRNX,OPRT,,,NSPD,BERN-X,GB,LONDON,INTERNAL CROSSING FOR BERNSTEIN
"BANCO DE SABADELL, S.A.",BSAB,BSAB,OPRT,"BANCO DE SABADELL, S.A.",SI5RG2M0WQQLZCXKRM20,SINT,BSAB,ES,SABADELL,SYSTEMATIC INTERNALISER.
BAKU STOCK EXCHANGE,BSEX,BSEX,OPRT,,,NSPD,,AZ,BAKU,
"BANCO SANTANDER, LONDON BRANCH",BSLB,BSLB,OPRT,BANCO SANTANDER S.A.,5493006QMFDDMYWIAM13,SINT,,GB,LONDON,SYSTEMATIC INTERNALISER.
BNP PARIBAS SECURITIES SERVICES LONDON BRANCH,BSPL,BSPL,OPRT,BNP PARIBAS SECURITIES SERVICES,549300WCGB70D06XZS54,SINT,BP2S LB SI,GB,LONDON,SYSTEMATIC INTERNALISER - FOR UK MIFID II.
BOSTON SECURITY TOKEN EXCHANGE LLC,BSTX,BSTX,OPRT,BOSTON SECURITY TOKEN EXCHANGE LLC,2549006WP283X33X4H65,NSPD,,US,BOSTON,
CME AMSTERDAM B.V.,BTAM,BTAM,OPRT,,2138004TYNQCB7MLTG76,RMKT,,NL,AMSTERDAM,REGULATED MARKET.
CME AMSTERDAM B.V. - RFQ TRADING PROTOCOL,BTQE,BTAM,SGMT,CME AMSTERDAM B.V.,2138004TYNQCB7MLTG76,RMKT,,NL,AMSTERDAM,
BLOOMBERG TRADEBOOK SINGAPORE PTE LTD,BTBS,BTBS,OPRT,BLOOMBERG TRADEBOOK SINGAPORE PTE LTD,254900HSS82AHMTPAD95,RMOS,,SG,SINGAPORE,
